Name,Category,Address,Latitude,Longitude,County,ZIP Code,City,Rating,Review_count
T J's Mini Storage,Storage facility,15 Dry Weakley Rd,35.3196327,-87.2930956,Lawrence County,38456,Ethridge,5,1
FedEx OnSite,Mailing service,312 E Gaines St,35.2409227,-87.3296726,Lawrence County,38464,Lawrenceburg,4.3,6
Fall River Market,Gas station,1776 Fall River Rd,35.2127926,-87.3019289,Lawrence County,38464,Lawrenceburg,4,73
Moo-Moo’s Mooving services,Mover,2349 Hwy 43 S,35.1870954,-87.3395294,Lawrence County,38468,Lawrenceburg,4.9,37
FedEx Drop Box,Mailing service,1606 N Locust Ave,35.2594572,-87.3228605,Lawrence County,38464,Lawrenceburg,1,1
Durham Trucking,Trucking company,145 Curtis Rd,35.1666817,-87.2072164,Giles County,38468,,1,2
Aviagen,Warehouse,3 Busby Rd,35.1074132,-87.4125785,Lawrence County,38469,Loretto,4.3,3
Southern Craft Manufacturing Inc,Manufacturer,850 N Main St,35.1011419,-87.4189424,Lawrence County,38469,Loretto,3.7,3
Assurance Operations Corporation,Insurance agency,2005 Liberty Ave,35.2684411,-87.3350108,Lawrence County,38464,Lawrenceburg,No reviews,
FedEx OnSite,Mailing service,4451 Pulaski Hwy,35.2234678,-87.2496416,Lawrence County,38464,,No reviews,
Lawrence County Volunteer Fire & Rescue,Fire station,899 Crescent Factory Rd,35.254121,-87.3475442,Lawrence County,38464,Lawrenceburg,5,1
United Country Southern Tennessee Realty & Auction,Auction house,523 N Locust Ave,35.245213,-87.3288359,Lawrence County,38464,Lawrenceburg,4.8,58
Kelly Appliance,Home goods store,309 Geri St,35.2631986,-87.3221814,Lawrence County,38464,Lawrenceburg,4.8,69
Craig Manufacturing USA Inc.,Manufacturer,408 Commerce Way,35.3010787,-87.3073883,Lawrence County,38456,Ethridge,4.5,2
xXtreme Ice,Ice supplier,909 N Locust Ave,35.2495203,-87.3275851,Lawrence County,38464,Lawrenceburg,5,2
Loretto Storage,Self-storage facility,125 Augustin Dr,35.0926395,-87.4265489,Lawrence County,38469,Loretto,4.7,35
My Storage Leoma,Self-storage facility,2422 Hwy 43 S,35.1825164,-87.3404315,Lawrence County,38468,Lawrenceburg,5,6
Personal Touch Welding & Machine Shop,Welder,1205 Buffalo Rd,35.2574042,-87.3406615,Lawrence County,38464,Lawrenceburg,4,4
Lawson's Storage,Self-storage facility,536 N Military St,35.0909418,-87.4239277,Lawrence County,38469,Loretto,3.8,4
Lawrence County Chamber of Commerce,Chamber of Commerce,25 Public Square B,35.240073,-87.335001,Lawrence County,38464,Lawrenceburg,4.7,6
Tractor Supply Co.,Animal feed store,2028 N Locust Ave,35.268115,-87.3196387,Lawrence County,38464,Lawrenceburg,4.3,398
Stamping Supply & Services LLC,Safety equipment supplier,26 Sims Ln,35.1287357,-87.3901458,Lawrence County,,,No reviews,
Lawrenceburg Utility Systems (Customer Service Office),Public utility,25 Public Square,35.2399572,-87.3350741,Lawrence County,38464,Lawrenceburg,2.6,39
H. B. Brink and Company Inc.,Hardware store,134 Depot St,35.2444444,-87.3320033,Lawrence County,38464,Lawrenceburg,4.6,99
Gowen Wholesale Auto,Truck dealer,1900 N Locust Ave,35.2637394,-87.3226164,Lawrence County,38464,Lawrenceburg,4.9,324
Beckman Lumber Co,Lumber store,465 Eagle Factory Rd,35.204977,-87.3569032,Lawrence County,,Lawrenceburg,5,1
FedEx Drop Box,Mailing service,25 Public Square,35.2403496,-87.3351096,Lawrence County,38464,Lawrenceburg,No reviews,
Rent Right Inc,Equipment rental agency,721 Buffalo Rd,35.2522474,-87.340753,Lawrence County,38464,Lawrenceburg,4.7,74
United States Postal Service,Logistics service,218 N Military Ave,35.2426487,-87.3338252,Lawrence County,38464,Lawrenceburg,3.1,26
Intoxalock Ignition Interlock,Safety equipment supplier,1215 W Gaines St,35.2423982,-87.3515822,Lawrence County,38464,Lawrenceburg,No reviews,
Lawrenceburg Now,News service,219 N Military Ave,35.2427118,-87.3345502,Lawrence County,38464,Lawrenceburg,No reviews,
Tennessee Container Services,Container supplier,108 Industrial Dr,35.3272901,-87.7581222,Wayne County,38485,Waynesboro,5,1
True Value Hardware & General Store,Hardware store,810 N Locust Ave,35.248017,-87.326794,Lawrence County,38464,Lawrenceburg,4.3,66
Kroger,Grocery store,1700 N Locust Ave,35.2620642,-87.3223588,Lawrence County,38464,Lawrenceburg,4.3,544
Diverse Fabrication LLC,Metal fabricator,110 E Commerce St,35.077599,-87.4343061,Lawrence County,38469,Loretto,No reviews,
Countrywood Self Storage,Self-storage facility,100 Countrywood Dr,35.2266525,-87.2693451,Lawrence County,38464,,4.4,10
Pettus Mc Lain Trucking Co,Trucking company,3354 US-43,35.2989,-87.3061,Lawrence County,38456,Lawrenceburg,No reviews,
Wedlake Industries LLC,Plastic fabrication company,220 Industrial Ave,35.5598602,-87.5362777,Lewis County,38462,Hohenwald,No reviews,
BSH Trucking,Trucking company,296 Colonial Rd,35.5107979,-87.5362489,Lewis County,38462,,5,2
International Distribution Center Bahamas,Import export company,65 Hay Fork Rd,35.6424049,-87.779696,Perry County,,,No reviews,
Staggs farm/trucking,Freight forwarding service,1264 Linden Hwy,35.5496723,-87.6094593,Lewis County,38462,Hohenwald,5,1
"Lewis County Machine, LLC.",Machine shop,102 Bowen Rd,35.490002,-87.5543023,Lewis County,38462,Hohenwald,No reviews,
UPS Authorized Shipping Outlet,Shipping and mailing service,20 W Main St,35.5479637,-87.5526908,Lewis County,38462,Hohenwald,5,1
JFC Transport,Trucking company,4058 Old State Rd,35.59326,-87.273826,Maury County,38461,,1,1
Johnston & Murphy Distribution Center,Storage facility,1510 Winchester Hwy,35.1630331,-86.5378327,Lincoln County,37334,Fayetteville,5,4
Frito lay,Warehouse,1700 Wilson Pkwy,35.1504325,-86.5931701,Lincoln County,37334,Fayetteville,3.4,5
Frito-Lay Inc,Food products supplier,101 Industrial Blvd,35.1569666,-86.5099366,Lincoln County,37334,Fayetteville,3.2,238
Genesco Inc,Warehouse,1501 Winchester Hwy,35.162859,-86.5376614,Lincoln County,37334,Fayetteville,4.1,16
Palatec Manufacturing Inc,Manufacturer,2998 Huntsville Hwy,35.0417638,-86.5740773,Lincoln County,37334,,4.9,10
Hawkins Inc.,Warehouse,821 William D Jones Blvd #2760,35.1465195,-86.590143,Lincoln County,37334,Fayetteville,4.5,2
Fayetteville Storage,Storage facility,101 Morgan Ave S,35.1527413,-86.5794224,Lincoln County,37334,Fayetteville,5,7
USA Storage Centers - Fayetteville,Self-storage facility,1231 Huntsville Hwy #3680,35.1363951,-86.568936,Lincoln County,37334,Fayetteville,4.9,124
Averitt Express,Logistics service,800 Amana Ave,35.1425861,-86.5785341,Lincoln County,37334,Fayetteville,4,3
Holt Trucking,Trucking company,56 McDougal Rd,35.0815729,-86.5627795,Lincoln County,37334,Park City,5,5
Grammer,Molding supplier,11 E Park Dr,35.1577529,-86.5006179,Lincoln County,,Fayetteville,4,61
Comprehensive Logistics Co,Logistics service,715 Beechcroft Rd,35.7516136,-86.9639968,Maury County,,Spring Hill,3.7,79
"Five Star Breaktime Solutions - Fayetteville, TN",Vending machine supplier,605 Green St,35.1529079,-86.5625091,Lincoln County,37334,Fayetteville,No reviews,
Mc Gee Enterprises,Trucking company,55 Liberty Rd,35.1127513,-86.5564427,Lincoln County,37334,Fayetteville,5,1
Revolt Pack and Ship,Shipping and mailing service,929 Winchester Hwy,35.1580515,-86.5592756,Lincoln County,37334,Fayetteville,4.8,18
Fireworks Factory,Fireworks store,2865 Huntsville Hwy,35.0606998,-86.5734755,Lincoln County,37334,Park City,4.6,7
Direct Coil USA,Manufacturer,1810 Wilson Pkwy,35.145079,-86.5794399,Lincoln County,37334,Fayetteville,4.6,11
Wilson Parkway Storage,Storage facility,1819 Wilson Pkwy,35.1407623,-86.5792253,Lincoln County,37334,Fayetteville,5,10
Southern Xpress OF Tn Llc,Trucking company,289 Old Huntsville Rd,35.04924,-86.5963891,Lincoln County,37334,,No reviews,
Fastenal Fulfillment Center,Logistics service,1404 Huntsville Hwy,35.1303678,-86.5646279,Lincoln County,37334,Fayetteville,2.3,3
3 Point Mini Storage,Self-storage facility,243 Winchester Hwy,35.1572158,-86.5611698,Lincoln County,37334,Fayetteville,5,1
AriensCo Plant 6,Manufacturer,1810 Wilson Pkwy,35.1455165,-86.5804079,Lincoln County,37334,Fayetteville,2.7,10
DECHE Inc / Palatec,Pallet supplier,21 N Vanntown School Rd,35.0111031,-86.4557449,Lincoln County,37335,,5,1
Gonzales Osvaido,Trucking company,1110 Bagley Dr,35.165664,-86.583168,Lincoln County,37334,Fayetteville,No reviews,
Bottom Top Trucking LLC,Trucking company,801 1st Ave,35.1609536,-86.579245,Lincoln County,37334,Fayetteville,No reviews,
GRT Trucking,Trucking company,61 Daves Hollow Rd,35.2090729,-86.581487,Lincoln County,,,2.5,2
Double G Farm Services,Trucking company,25 Heritage Rd,35.07951,-86.5667872,Lincoln County,37334,Park City,No reviews,
CLJ Moving,Mover,,35.4837115,-86.6567719,Bedford County,,,5,9
Park City Mini Storage,Storage facility,2842 Huntsville Hwy,35.0642509,-86.5723899,Lincoln County,37334,Park City,5,2
Flintville Storage,Storage facility,,35.0910458,-86.4176685,Lincoln County,37335,,No reviews,
"SJS Machine, LLC",Machine shop,701 Lincoln Ave S,35.146679,-86.572918,Lincoln County,37334,Fayetteville,5,1
Caldwell Chemical Coatings,Manufacturer,29 Ardmore Hwy,35.1191486,-86.5707891,Lincoln County,37334,Fayetteville,3,2
Best Tennessee Properties,Property management company,16 Orchard Hill Rd Apt 3,35.1050313,-86.5869603,Lincoln County,37334,,5,1
C & S Plastics LLC,Plastic fabrication company,24 Badenhop Blvd,35.1666526,-86.5146102,Lincoln County,37334,Fayetteville,2.9,7
Dale Rogers Trucking,Trucking company,16 Brown Hollow Rd,35.228895,-86.572587,Lincoln County,37334,,3.7,3
Franke Contract Group,Cabinet maker,1 Badenhop Blvd,35.1633562,-86.5169445,Lincoln County,37334,Fayetteville,3.7,14
Copperweld Bimetallics LLC,Metal fabricator,254 Cotton Mill Rd,35.1665573,-86.566719,Lincoln County,37334,Fayetteville,4.8,23
Christopher Equipment lnc,Equipment rental agency,1850 Pulaski Hwy,35.15744,-86.6028103,Lincoln County,37334,Fayetteville,5,118
Fayetteville/Lincoln County Recycling Center,Recycling center,705 Main Ave S,35.1465246,-86.5720112,Lincoln County,37334,Fayetteville,4.8,10
Spring Hill Industrial Park,Warehouse,3350 Cleburne Rd,35.7484954,-86.9695303,Maury County,38401,,5,1
East End Storage,Storage facility,1430 Winchester Hwy,35.1633788,-86.5408803,Lincoln County,37334,Fayetteville,4.3,9
Tractor Supply Co.,Animal feed store,1332 Huntsville Hwy,35.1310994,-86.5645067,Lincoln County,37334,Fayetteville,4.4,263
Lincoln County Highway Garage,County government office,161 Molino Rd,35.1284866,-86.5921401,Lincoln County,37334,Fayetteville,5,2
FedEx OnSite,Mailing service,1000 Huntsville Hwy,35.143688,-86.569839,Lincoln County,37334,Fayetteville,4.1,8
Davis Moving LLC,Mover,2634 Huntsville Hwy # C,35.091639,-86.567945,Lincoln County,37334,Park City,5,1
Boat Trailer Bill,Boat storage facility,8 Hollytree Cir,35.016001,-86.580135,Lincoln County,37334,,5,2
FedEx OnSite,Mailing service,3237 Huntsville Hwy,35.0078249,-86.5778873,Lincoln County,37334,Park City,4.5,12
Crawford Supply Co Inc,Equipment supplier,614 Norris St,35.1512568,-86.5639594,Lincoln County,37334,Fayetteville,4.4,22
Fayetteville Fire Station 2,Fire station,4131 Thornton Taylor Pkwy,35.1572418,-86.5539806,Lincoln County,37334,Fayetteville,5,1
Fayetteville,Tennessee 37334,,35.1520266,-86.5705508,Lincoln County,37334,Fayetteville,No reviews,
All Gas Inc,Gas company,307 College St W,35.1528592,-86.5740062,Lincoln County,37334,Fayetteville,4,15
Valley Trucking & Equipment LLC,Trucking company,2573 Winchester Hwy,35.0942374,-86.4199735,Lincoln County,37348,,No reviews,
FedEx OnSite,Mailing service,1574 Winchester Hwy,35.1644015,-86.534316,Lincoln County,37334,Fayetteville,No reviews,
CLJ Moving,Moving and storage service,,35.143862,-86.5529161,Lincoln County,37334,,No reviews,
"CuttingEdge Transport, LLC",Mover,,35.25708,-86.757317,Marshall County,37144,,5,9
Jack Daniels South Bottling House,Alcohol manufacturer,1926 Fayetteville Hwy,35.263719,-86.3952599,Moore County,37352,Lynchburg,4.2,57
Anytime Rv Boat Storage,Storage facility,602 Norris St,35.1520786,-86.5635343,Lincoln County,37334,Fayetteville,4.9,11
GRT Trucking,Trucking company,71 Morgan Cir,35.2977864,-86.6314665,Lincoln County,37144,,4.7,9
Fayetteville-Lincoln County Industrial Development Board Office,County government office,16 Badenhop Blvd,35.1631814,-86.5159021,Lincoln County,37334,Fayetteville,No reviews,
Creative Logistics Warehouse,Warehouse,609 Enon Springs Rd E,35.9734097,-86.4881784,Rutherford County,37167,Smyrna,4.1,11
Twice The Ice - R & R Ice,Ice supplier,1620 Huntsville Hwy,35.1253161,-86.5656345,Lincoln County,37334,Fayetteville,2.5,2
BMA Properties Real Estate,Real estate agency,110 Franklin Ave N,35.1526677,-86.5680287,Lincoln County,37334,Fayetteville,4.9,8
Hampton Inn Fayetteville,3-star hotel,,35.1347907,-86.5641439,Lincoln County,37334,Fayetteville,4.3,529
S & S Trucking & Brokerage Inc,Trucking company,58 Honea Rd,35.031615,-86.66659,Lincoln County,38488,,No reviews,
FedEx OnSite,Mailing service,2780 Huntsville Hwy,35.0728691,-86.5711833,Lincoln County,37334,Park City,No reviews,
316 Containers LLC,Container supplier,1561 Mt Herman Rd,35.3562186,-86.5151056,Moore County,37144,Lynchburg,5,9
FedEx Freight,Logistics service,995 Springplace Rd,35.4339408,-86.7749252,Marshall County,37019,Lewisburg,4.1,14
Rogers Transport Inc,Trucking company,,35.3162616,-86.6420815,Lincoln County,37144,Petersburg,2.2,6
JAK Logistics LLC,Logistics service,,35.745842,-87.2383561,Hickman County,,,5,1
Fayetteville Cab,Taxi service,409 Mulberry Ave,35.1545873,-86.5634752,Lincoln County,37334,Fayetteville,3.8,19
Intoxalock Ignition Interlock,Safety equipment supplier,1501 Huntsville Hwy,35.1277856,-86.566531,Lincoln County,37334,Fayetteville,2.5,2
FedEx Drop Box,Mailing service,104 Elk Ave S,35.1518594,-86.5691245,Lincoln County,37334,Fayetteville,No reviews,
TR INDUSTRIAL STEEL BUILDINGS,General contractor,24470 Union Hill Rd,34.9987267,-86.8603302,Giles County,38449,Ardmore,5,7
Fayetteville Public Utilities,Electric utility company,408 College St W,35.1524542,-86.5753227,Lincoln County,37334,Fayetteville,1.8,105
Chamber of Commerce,Chamber of Commerce,208 Elk Ave S,35.1507453,-86.5692166,Lincoln County,37334,Fayetteville,3.2,5
Access Realty,Real estate agency,2754c Huntsville Hwy,35.0764636,-86.5712252,Lincoln County,37334,Fayetteville,4.8,5
Lincoln Paving,Paving contractor,1922 Pulaski Hwy,35.1595054,-86.6156483,Lincoln County,37334,,3.6,14
Personalized Prints,Promotional products supplier,203 McDougal Rd,35.0618359,-86.5659452,Lincoln County,37334,Park City,4.1,12
United States Postal Service,Logistics service,226 College St E,35.1522493,-86.5681384,Lincoln County,37334,Fayetteville,2.7,32
Southeast Electric and Plumbing Supply,Plumbing supply store,1921 Wilson Pkwy,35.1403768,-86.5777274,Lincoln County,37334,Fayetteville,4.9,7
Sebastian Moving Tennessee,Mover,99 Ballard Hollow Rd,35.0359208,-86.6718884,Lincoln County,38488,,4.5,69
American Lumber & Pallet,Publisher,416 Main Ave S,35.1487517,-86.5707293,Lincoln County,37334,Fayetteville,No reviews,
Park City Printing & Graphic Design,Digital printing service,2713 Huntsville Hwy,35.0813574,-86.5716246,Lincoln County,37334,Park City,5,20
Walmart Business Center,Office supply store,1224 Huntsville Hwy,35.1366138,-86.5645201,Lincoln County,37334,Fayetteville,No reviews,
East Tennessee Natural Gas Co,Gas company,2065 Fayetteville Hwy,35.426865,-86.7134461,Marshall County,37019,,4,2
Trucks Unlimited,Horse trailer dealer,168 S Vanntown School Rd,34.9906611,-86.4674318,Lincoln County,37335,,4.7,13
RTR,Winery,301 George Whitfield Industrial Park Rd,35.0548693,-86.8821417,Giles County,38455,Elkton,3,2
Pinnacle Warehouse,Warehouse,114 Pinnacle Dr,36.5356097,-86.8918701,Robertson County,37172,Springfield,4.7,6
Days Mini Storage,Storage facility,8110 Elkton Pike,35.0536345,-86.8928811,Giles County,38477,Elkton,No reviews,
TKE,Warehouse,502 US-72,34.9976767,-89.6253779,Fayette County,,Piperton,4.5,2
Encore Rehabilitation-Fayetteville,Medical clinic,1816 Huntsville Hwy,35.1171294,-86.565534,Lincoln County,37334,Fayetteville,5,32
Robinson Manufacturing Distribution Center,Distribution service,1140 Broadway St,35.511527,-85.0070937,Rhea County,37321,Dayton,4.3,29
Standard Furniture & Mattress,Furniture store,212 Main Ave S,35.150651,-86.570677,Lincoln County,37334,Fayetteville,4.5,70
Norman Furniture,Furniture store,203 Main Ave S,35.1510621,-86.5711069,Lincoln County,37334,Fayetteville,4.7,105
G & S Mini Storage,Storage facility,27195 Main St,34.9921258,-86.8344149,Lincoln County,35739,Ardmore,4.5,25
Prichard's Distillery,Distillery,11 Kelso-Smithland Rd,35.1273,-86.4619207,Lincoln County,37348,,4.8,144
Crown Packaging Corporation,Warehouse,17200 TN-72,35.7379018,-84.4018358,Loudon County,,Loudon,3.4,7
RSL Warehouse,Warehouse,135 Keene St,35.7314819,-84.3493907,Loudon County,37774,Loudon,No reviews,
Carding Machine Mini Warehouse,Storage facility,1241 Carding Machine Rd,35.7222264,-84.3670266,Loudon County,37774,Loudon,4.2,5
Mc Bride Co-Tn,Warehouse,1257 Roberson Spring Rd,35.722464,-84.3652479,Loudon County,37774,Loudon,4.5,2
Specialty Distributing,Distribution service,333 Blair Bend Rd,35.736731,-84.3142,Loudon County,37774,Loudon,2.8,98
R&S Logistics - Lenoir City Warehouse & Distribution Center – LC1,Warehouse,3620 Industrial Park Dr,35.7829192,-84.2674649,Loudon County,37771,Lenoir City,No reviews,
AHF Crossville Center Distribution,Warehouse,3025 Huntington Park Dr,35.7322288,-84.4190375,Loudon County,,Loudon,No reviews,
Ft Loudon recycling,Warehouse,1476 Industrial Park Dr,35.7858607,-84.2604767,Loudon County,37771,Lenoir City,4.5,2
Mission Transport INC.,Trucking company,15044 Hotchkiss Valley Rd E,35.7864959,-84.342435,Loudon County,37771,,4.2,38
Protomet Corporation - Loudon Facility,Manufacturer,2400 Maremont Pkwy,35.7283828,-84.356296,Loudon County,37774,Loudon,3,2
Loudon County Trucking,Trucking company,199 Commercial Park Dr,35.7279928,-84.3919092,Loudon County,,Loudon,3.9,72
Transport Service Co,Trucking company,286 Blair Bend Rd,35.737155,-84.3084219,Loudon County,37774,Loudon,3.7,6
"Purpose Transport, LLC",Transportation service,1253A Roberson Spring Rd,35.723113,-84.3635719,Loudon County,37774,Loudon,4.2,13
Green Industrial services,Employment agency,859 Mulberry St,35.734088,-84.3461014,Loudon County,37774,Loudon,3.7,3
Fort Defiance Industries,Manufacturer,2411 Maremont Pkwy,35.7296987,-84.3530631,Loudon County,37774,Loudon,5,1
Harrison Transport Inc,Trucking company,215 Harrison Rd,35.654973,-84.295105,Monroe County,,,3,4
Total Transportation of Mississippi,Transportation service,7000 Corporate Park Dr,35.751173,-84.3955557,Loudon County,,Loudon,3.5,22
Four J logistics,Logistics service,689 Jena Rd,35.6548214,-84.1567996,Loudon County,37742,Greenback,5,1
"Hanon Systems, Loudon TN - Building 1",Manufacturer,1295 Huntington Park Dr,35.7330752,-84.4139081,Loudon County,37774,Loudon,No reviews,
STORsquare Knoxville,Storage facility,2411 Maremont Pkwy,35.7296566,-84.3527261,Loudon County,37774,Loudon,5,52
Volunteer Storage Loudon,Storage facility,4879 E Lee Hwy,35.7536779,-84.3208268,Loudon County,37774,Loudon,3.8,20
Viskase,Manufacturer,106 Blair Bend Rd,35.7426015,-84.3259416,Loudon County,37774,Loudon,3.7,29
Honda Smoke Shack,Warehouse,17200 TN-72,35.736912,-84.4052424,Loudon County,37774,Loudon,No reviews,
Nationwide express,Trucking company,3245 Corporate Park Dr,35.7461929,-84.3973083,Loudon County,,Loudon,4.7,21
Pinnacle Driveaway TN,Transportation service,"2789 Highway 72 N, Ste A",35.7181081,-84.3678925,Loudon County,37774,Loudon,3.8,25
Purdy Brothers Trucking,Trucking company,199 Commercial Park Dr,35.7279928,-84.3919091,Loudon County,,Loudon,3.8,90
Morgan Olson,Manufacturer,9600 Corporate Park Dr,35.7445752,-84.3926006,Loudon County,,Loudon,3.3,27
BCI - Buckeye Corrugated Knoxville,Packaging company,1500 Elizabeth Lee Pkwy,35.7278496,-84.4017684,Loudon County,37774,Loudon,4,38
American Honda Parts,Warehouse,17200 TN-72 N,35.7374861,-84.402966,Loudon County,,Loudon,4.3,127
Volunteer Storage - Tellico Village,Self-storage facility,300 Mialaquo Rd,35.6584851,-84.2857803,Loudon County,37774,Tellico Village,4.8,6
Filmax LLC,Industrial equipment supplier,6775 Corporate Park Dr,35.7497937,-84.3970378,Loudon County,,Loudon,5,1
American Self Storage,Self-storage facility,2970 Gamble St,35.717451,-84.362437,Loudon County,37774,Loudon,4.5,49
Cdx,Trucking company,1257 Roberson Spring Rd,35.7248379,-84.3763567,Loudon County,37774,Loudon,No reviews,
"Noverhed, Inc.",Automation company,37774 180 Henry Dr,35.7582449,-84.3261034,Loudon County,37774,Loudon,4.7,19
S W & Sons,Manufacturer,777 Rpm Dr,35.7616237,-84.3240299,Loudon County,37774,Loudon,5,1
"Del Conca USA, Inc.",Tile manufacturer,155 Del Conca Way,35.7564242,-84.3268416,Loudon County,37774,Loudon,4.5,40
Vonore Road Storage Units,Storage facility,10977 Vonore Rd,35.7116111,-84.3022921,Loudon County,37774,,4,7
West End Self-Storage Units,Self-storage facility,502 Ward Ave,35.7376875,-84.3439962,Loudon County,37774,Loudon,3.8,36
C & J Self Storage,Storage facility,941 Mulberry St,35.7312412,-84.348054,Loudon County,37774,Loudon,4.7,19
Sixpack Moving Company TN,Mover,11 TN-2,35.7731871,-84.3056941,Loudon County,37771,Lenoir City,3.9,46
Tennessee Hickory Products,Manufacturer,111 Keene St #1081,35.7311499,-84.3501758,Loudon County,37774,Loudon,3.8,15
Aeroflex Distribution Center,Warehouse,1102 N Main St,35.6069362,-84.4597652,Monroe County,37874,Sweetwater,No reviews,
Aleris Loudon,Recycling center,,35.7400213,-84.3103884,Loudon County,37774,Loudon,1.4,7
Fastenal Fulfillment Center,Logistics service,155 Natalie Blvd,35.7574566,-84.3216308,Loudon County,37774,Loudon,4.1,8
Sweet Pea Shipping & Gifts Boutique,Freight forwarding service,407 Grove St,35.7419072,-84.3369067,Loudon County,37774,Loudon,No reviews,
Hubbell Lenoir City Inc,Manufacturer,2911 Industrial Park Dr,35.7846646,-84.2663749,Loudon County,37771,Lenoir City,2.9,30
Allen Transport Services Inc,Trucking company,1255 Roberson Spring Rd,35.7250515,-84.3672985,Loudon County,37774,Loudon,No reviews,
Your Self Storage,Self-storage facility,7900 Corporate Park Dr,35.752695,-84.394164,Loudon County,,Loudon,5,8
UPS Authorized Shipping Provider,Shipping and mailing service,702 Grove St,35.7402127,-84.3363765,Loudon County,37774,Loudon,2.5,2
Malibu Boats,Manufacturer,5075 Kimberly Way,35.760576,-84.3290222,Loudon County,37774,Loudon,3.9,32
Monterey Mushroom,Food products supplier,19748 TN-72,35.7412608,-84.411877,Loudon County,37774,Loudon,3.8,60
Storage Units,Self-storage facility,,35.7737727,-84.233283,Loudon County,37772,,No reviews,
FedEx OnSite,Mailing service,150 Mialaquo Rd,35.6605096,-84.2856298,Loudon County,,Tellico Village,4.5,14
Cooper services,Warehouse,,35.5733757,-84.2894668,Monroe County,,,5,2
Loudon County Economic Development Agency,Association / Organization,7698 Creekwood Park Blvd,35.8407381,-84.2658246,Loudon County,37771,Lenoir City,4,1
Vytron Corporation,Plastic fabrication company,1000 Vytron Rd,35.7286675,-84.3682868,Loudon County,37774,Loudon,4,4
Hwy 11 Mini Storage,Storage,2000 US-11,35.8021479,-84.2531988,Loudon County,37771,Lenoir City,4,6
TLD Logistics,Logistics service,408 N Cedar Bluff Rd Suite 150,35.9229512,-84.0916736,Knox County,37923,Knoxville,5,1
Secure Pack Storage,Self-storage facility,1325 US-321,35.8325356,-84.2842039,Loudon County,37771,Lenoir City,4.9,79
LC Delivery Service,Delivery service,,35.7384806,-84.364528,Loudon County,37774,Loudon,No reviews,
Rkan Express,Shipping company,120 Portland Dr,35.7961033,-84.2992027,Loudon County,37771,Lenoir City,5,2
W W Trucking Inc,Trucking company,4454 Kingston Hwy,35.838251,-84.379409,Roane County,37774,Kingston,No reviews,
Praxair Inc,Industrial gas supplier,139 Blair Bend Rd,35.7374824,-84.3231525,Loudon County,37774,Loudon,No reviews,
Mini Storage,Storage facility,8841 US-11,35.771405,-84.309712,Loudon County,37771,Lenoir City,5,3
FedEx OnSite,Mailing service,2111 TN-72,35.7188416,-84.3645205,Loudon County,37774,Loudon,3,7
CVS Caremark Distribution Center,Warehouse,3400 Huntington Park Dr,35.7313554,-84.4219497,Loudon County,,Loudon,1.9,69
East Tennessee Scale Works Inc,Scale supplier,10000 Martel Rd,35.8113818,-84.2326993,Loudon County,37772,,4.5,6
Landmark Storage,Self-storage facility,520 Twin Lakes Rd,35.8057953,-84.2603446,Loudon County,37772,Lenoir City,4.7,24
The Storage Yard LC,Self-storage facility,5607 US-321,35.843358,-84.312798,Loudon County,37771,Lenoir City,4.6,9
Mini Storage #2,Storage facility,10790 US-321,35.7733972,-84.2331291,Loudon County,37772,,5,3
LifeSafer Ignition Interlock,Safety equipment supplier,102 Keene St Ste B,35.7322691,-84.350857,Loudon County,37774,Loudon,No reviews,
Crossroads Mini Storage,Storage facility,772 US-321 Scenic,35.8137203,-84.2645103,Loudon County,37771,Lenoir City,5,1
FedEx Drop Box,Mailing service,101 Mulberry St,35.741498,-84.3350596,Loudon County,37774,Loudon,No reviews,
Falcon Company Tactical,Police supply store,,35.4694614,-85.2413394,Bledsoe County,,,5,18
TELLICO PROPANE,Propane supplier,983 Monterey Dr,35.7496286,-84.4011997,Loudon County,,Loudon,4.3,75
Adroit Medical Systems,Medical supply store,1146 Carding Machine Rd,35.7297616,-84.3634025,Loudon County,37774,Loudon,3.7,3
GreenLeaf Industries Inc,Plastic fabrication company,310 Bussell Ferry Rd,35.7904982,-84.259377,Loudon County,37771,Lenoir City,1.1,8
DraCool-USA,Industrial equipment supplier,139 McGhee Blvd,35.8005066,-84.2615503,Loudon County,37771,Lenoir City,5,1
Sloan's Village Home Center,Hardware store,200 Mialaquo Rd,35.6595276,-84.2861941,Loudon County,,Tellico Village,4.5,130
"Fort Loudoun Terminal Co., Inc.",5480 Industrial Park Dr,,35.7786462,-84.2752388,Loudon County,37771,Lenoir City,4.3,7
Metro Warehouse,Warehouse,3054 Congress Pkwy,35.4266476,-84.6553968,McMinn County,37303,,3.6,10
Caylor Packaging & Warehousing LLC,Warehouse,2805 Northridge Dr,35.4789886,-84.5879669,McMinn County,37303,Athens,4.6,13
Jackson Street Warehouse/ Warehouse Storage Facility,Warehouse,1930 N Jackson St,35.4657922,-84.6037047,McMinn County,37303,Athens,4,2
Bargain Barn,Warehouse,2924 Lee Hwy,35.4832762,-84.5830529,McMinn County,37303,Athens,3.6,111
Mayfield Dairy Warehouse,Warehouse,2819 Northridge Dr,35.4812433,-84.5861879,McMinn County,37303,Athens,3.6,17
Adler Pelzer Athens,Manufacturer,115 Industrial Wy,35.5094765,-84.6131275,McMinn County,37826,Athens,3.1,84
